nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002141	Celeste Holm	1917	2012	actress,soundtrack,miscellaneous	tt0041257,tt0049314,tt0042192,tt0039416
nm0001695	George Sanders	1906	1972	actor,soundtrack,writer	tt0042192,tt0032976,tt0033873,tt0037988
nm0000879	Anne Baxter	1923	1985	actress,soundtrack,producer	tt0035015,tt0049833,tt0042192,tt0038873
nm0000012	Bette Davis	1908	1989	actress,soundtrack,make_up_department	tt0042192,tt0056687,tt0035140,tt0031210
nm0572492	Barbara McLean	1903	1996	editor,producer	tt0031835,tt0037465,tt0029852,tt0042192
nm0353091	Oswald Hafenrichter	1899	1973	editor,sound_department,writer	tt0054953,tt0040338,tt0031949,tt0041959
nm0005761	Robert Krasker	1913	1981	cinematographer,camera_department	tt0054847,tt0047029,tt0041959,tt0037558
nm0466099	Alexander Korda	1893	1956	producer,director,miscellaneous	tt0022125,tt0025681,tt0035446,tt0041959
nm0001294	Graham Greene	1904	1991	writer,actor,producer	tt0041959,tt0258068,tt0172396,tt0040338
nm0715346	Carol Reed	1906	1976	director,producer,assistant_director	tt0039677,tt0040338,tt0041959,tt0063385
nm0002145	Trevor Howard	1913	1988	actor	tt0041959,tt0083987,tt0066319,tt0037558
nm0885098	Alida Valli	1921	2006	actress,soundtrack,director	tt0039694,tt0053459,tt0041959,tt0076786
nm0005792	Ted D. McCord	1900	1976	cinematographer,camera_department,miscellaneous	tt0048028,tt0040495,tt0040897,tt0059742
nm0000070	Max Steiner	1888	1971	music_department,composer,soundtrack	tt0040897,tt0036613,tt0034583,tt0031381
nm0087533	Henry Blanke	1901	1981	producer,miscellaneous,assistant_director	tt0134324,tt0033870,tt0040897,tt0053131
nm0871252	B. Traven	1882	1969	writer,actor	tt15823440,tt0040897,tt0047397,tt15722854
nm0071636	Bruce Bennett	1906	2007	actor,writer	tt0036323,tt0037913,tt0039302,tt0040897
nm0392529	Tim Holt	1919	1973	actor,soundtrack	tt0038762,tt0031971,tt0040897,tt0035015
nm0404158	Walter Huston	1883	1950	actor,soundtrack	tt0027532,tt0033532,tt0037515,tt0040897
nm0548929	Owen Marks	1899	1960	editor	tt0040897,tt0048028,tt0042041,tt0034583
nm0147599	Suso Cecchi D'Amico	1914	2010	writer,script_department,actress	tt0054248,tt0040522,tt0057091,tt0090055
nm0080755	Oreste Biancoli	1897	1971	writer,director,soundtrack	tt0029607,tt0030426,tt0033072,tt0040522
nm0059030	Luigi Bartolini	1892	1963	writer	tt0040522
nm0953790	Cesare Zavattini	1902	1989	writer,director,producer	tt0040018,tt0040522,tt0045274,tt0042859
nm0001120	Vittorio De Sica	1901	1974	actor,director,writer	tt0040522,tt0053856,tt0047313,tt0045274
nm0022821	Elena Altieri	1910	1997	actress	tt0033983,tt0040522,tt0030102,tt0034459
nm0136794	Lianella Carell	1927	2000	actress,writer	tt0040522,tt0045065,tt0051352,tt0165285
nm0821543	Enzo Staiola	1939	\N	actor	tt0040522,tt0041921,tt0046754,tt0061053
nm0536009	Lamberto Maggiorani	1909	1983	actor	tt0040522,tt0041921,tt0054931,tt0043287
nm0290000	Adolfo Franci	1895	1954	writer	tt0038913,tt0043809,tt0034493,tt0040522
nm0000067	Miklós Rózsa	1907	1995	music_department,composer,soundtrack	tt0038109,tt0054847,tt0036775,tt0052618
nm0128906	James M. Cain	1892	1977	writer,miscellaneous	tt0082934,tt0036775,tt0037913,tt0038854
nm0151452	Raymond Chandler	1888	1959	writer,actor	tt0070334,tt0037101,tt0038355,tt0036775
nm0056477	Byron Barr	1917	1966	actor	tt0038177,tt0036775,tt0037885,tt0039816
nm0000064	Edward G. Robinson	1893	1973	actor,soundtrack,writer	tt0040506,tt0038991,tt0036775,tt0021079
nm0001766	Barbara Stanwyck	1907	1990	actress,soundtrack	tt0036775,tt0040823,tt0033373,tt0032080
nm0175333	Myles Connolly	1897	1964	writer,producer,miscellaneous	tt0043633,tt0029056,tt0037104,tt0024501
nm0287931	Lewis R. Foster	1898	1974	director,writer,assistant_director	tt0047958,tt0031679,tt0041227,tt0046462
nm0118227	Sidney Buchman	1902	1975	writer,producer,soundtrack	tt0031679,tt0056937,tt0035417,tt0033712
nm0036427	Edward Arnold	1890	1956	actor,soundtrack	tt0030993,tt0033891,tt0031679,tt0033532
nm0000795	Jean Arthur	1900	1991	actress,soundtrack	tt0031679,tt0036172,tt0046303,tt0030993
nm0907900	Joseph Walker	1892	1985	cinematographer,actor,camera_department	tt0032599,tt0031679,tt0030993,tt0038650
nm0397608	Sidney Howard	1891	1939	writer	tt0021622,tt0021281,tt0027532,tt0031381
nm0593565	Margaret Mitchell	1900	1949	writer,miscellaneous	tt0273338,tt4919646,tt0459887,tt0031381
nm0939992	Sam Wood	1883	1949	director,producer,actor	tt0039504,tt0032671,tt0026778,tt0031385
nm0002030	George Cukor	1899	1983	director,miscellaneous,assistant_director	tt0050631,tt0058385,tt0032904,tt0036855
nm0281808	Victor Fleming	1889	1949	director,cinematographer,producer	tt0030848,tt0035959,tt0031381,tt0032138
nm0641966	Barbara O'Neil	1910	1980	actress	tt0032049,tt0029608,tt0031381,tt0032194
nm0000046	Vivien Leigh	1913	1967	actress,soundtrack,writer	tt0044081,tt0034272,tt0033238,tt0031381
nm0000022	Clark Gable	1901	1960	actor,soundtrack,producer	tt0023382,tt0025316,tt0026752,tt0031381
nm0308177	Oliver H.P. Garrett	1894	1952	writer,director	tt0034579,tt0019765,tt0029030,tt0028992
nm0809548	Paul Gerard Smith	1894	1968	writer,actor,soundtrack	tt0034232,tt0022382,tt0032759,tt0034911
nm0685904	William Pittenger	1840	1904	writer	tt0017925
nm0807667	Charles Henry Smith	1866	1942	writer,actor,miscellaneous	tt0013440,tt0017925,tt0016630,tt0012691
nm0090213	Al Boasberg	1892	1937	writer,director,soundtrack	tt2111355,tt0017925,tt0025322,tt0021768
nm0115669	Clyde Bruckman	1894	1955	writer,director,producer	tt0014341,tt0015324,tt0016332,tt0017925
nm0267650	Jim Farley	1882	1947	actor	tt0012105,tt0027421,tt0017074,tt0017925
nm0147070	Glen Cavender	1883	1962	actor,director,writer	tt0006927,tt0017925,tt0014243,tt0463180
nm0533045	Marion Mack	1902	1989	actress,writer	tt0016711,tt0017925,tt0016183,tt0014262
nm0000036	Buster Keaton	1895	1966	actor,writer,director	tt0016332,tt0019421,tt0017925,tt0015324
nm1193626	The Alloy Orchestra	\N	\N	composer,music_department	tt0397071,tt0017925,tt1133522,tt2151733
nm0923118	James Duhamel	\N	\N	composer,sound_department,music_department	tt1815625,tt0013442,tt0017136,tt12973374
nm3017782	Maximianno Cobra	1969	\N	director,writer,cinematographer	tt6936608,tt0017136,tt6946736,tt6950316
nm0690143	Erich Pommer	1889	1966	producer,writer,director	tt0023046,tt0017136,tt0030933,tt0015064
nm0459030	Rudolf Klein-Rogge	1885	1955	actor,writer,miscellaneous	tt0017136,tt0019415,tt0013086,tt0023563
nm0297054	Gustav Fröhlich	1902	1987	actor,director,writer	tt0048598,tt0017136,tt0041150,tt0904098
nm0002154	Alfred Abel	1879	1937	actor,director,miscellaneous	tt0021128,tt0017136,tt0013496,tt0013086
nm0375609	Brigitte Helm	1906	1996	actress	tt0017621,tt0019646,tt0020635,tt0017136
nm2111404	Sandro Forte	1970	2020	composer,editor,director	tt8434702,tt0013442,tt8439404,tt0017136
nm1033900	Jack Adams	1879	\N	actor	\N
nm0354913	Georgia Hale	1900	1985	actress,miscellaneous	tt0016938,tt0018969,tt0015864,tt0017996
nm0906618	Malcolm Waite	1892	1949	actor	tt0020223,tt0021191,tt0015864,tt0015973
nm0675356	William P. Perry	\N	\N	composer,producer,music_department	tt0011439,tt0176357,tt0017925,tt0015864
nm0615306	Tom Murray	1873	1935	actor	tt0016998,tt0015864,tt0017483,tt0017290
nm0841501	Mack Swain	1876	1935	actor,director	tt0019478,tt0020080,tt0015864,tt0018931
nm1027682	Frank Aderias	\N	\N	actor	tt0015864
nm0396327	Byron Houck	1891	1969	cinematographer,camera_department	tt0242962,tt0016332,tt0015163,tt0015324
nm3816287	Club Foot Orchestra	\N	\N	composer,music_department	tt0179618,tt0015324,tt0015648,tt0129196
nm0593477	Joseph A. Mitchell	1866	1950	writer	tt0015324,tt0016332,tt0015163,tt0014341
nm0369841	Jean C. Havez	1872	1925	writer,actor,assistant_director	tt0015163,tt0016332,tt0015324,tt0014341
nm0175068	Erwin Connelly	1878	1931	actor	tt0016332,tt0017567,tt0015324,tt0015612
nm0444172	Joe Keaton	1867	1946	actor	tt0014341,tt0017925,tt0015324,tt0011071
nm0570230	Kathryn McGuire	1903	1978	actress	tt0016466,tt0015324,tt0017139,tt0015163
nm0504380	Elgin Lessley	1883	1944	cinematographer,actor	tt0016332,tt0015324,tt0014341,tt0015163
nm0080930	Edward Biby	1886	1952	actor,assistant_director	tt0006794,tt0006949,tt0144227
nm0048798	Nellie Bly Baker	1893	1984	actress,miscellaneous	tt0017698,tt0020254,tt0015346,tt0017457
nm0047800	Beulah Bains	1905	1930	actress	tt0012037
nm0042317	Albert Austin	1882	1953	actor,writer,director	tt0013713,tt0014374,tt0015970,tt0021749
nm0588033	Carl Miller	1894	1979	actor,miscellaneous	tt0012349,tt0015091,tt0014624,tt0018979
nm0001067	Jackie Coogan	1914	1984	actor,miscellaneous,soundtrack	tt0014733,tt0012349,tt0013450,tt0021483
nm0701012	Edna Purviance	1895	1958	actress	tt0014624,tt0017575,tt0012349,tt0008133
nm0088471	B.F. Blinn	1872	1941	actor	tt0017433,tt0013967,tt0122407,tt0189434
